ID_Transactions;Date mutation;Valeur fonciere;ID_Bien;ID_Emplacement
11663;43837;172900;11663;11663
11664;43847;128000;11664;11664
11665;43850;50000;11665;11665
11666;43860;246500;11666;11666
11667;43850;38500;11667;11667
11668;43857;217500;11668;11668
11669;43846;56500;11669;11669
11670;43866;51000;11670;11670
11671;43845;209700;11671;11671
11672;43851;114800;11672;11672
11673;43852;129500;11673;11673
11674;43865;332000;11674;11674
11675;43845;60800;11675;11675
11676;43867;114000;11676;11676
11677;43864;100500;11677;11677
11678;43865;148575;11678;11678
11679;43882;206000;11679;11679
11680;43872;167100;11680;11680
11681;43882;81500;11681;11681
11682;43875;84500;11682;11682
11683;43889;32500;11683;11683
11684;43879;85900;11684;11684
11685;43896;90700;11685;11685
11686;43881;85700;11686;11686
11687;43881;208000;11687;11687
11688;43887;125000;11688;11688
11689;43889;88000;11689;11689
11690;43896;186004;11690;11690
11691;43900;370000;11691;11691
11692;43893;60000;11692;11692
11693;43904;85000;11693;11693
11694;43899;104500;11694;11694
11695;43896;95000;11695;11695
11696;43900;76460;11696;11696
11697;43901;121700;11697;11697
11698;43892;42500;11698;11698
11699;43896;137800;11699;11699
11700;43906;157500;11700;11700
11701;43907;178000;11701;11701
11702;43903;65500;11702;11702
11703;43916;158400;11703;11703
11704;43916;214000;11704;11704
11705;43917;122700;11705;11705
11706;43936;46000;11706;11706
11707;43948;173700;11707;11707
11708;43923;268000;11708;11708
11709;43944;129210;11709;11709
11710;43955;150400;11710;11710
11711;43958;52010;11711;11711
11712;43951;80500;11712;11712
11713;43945;131760;11713;11713
11714;43951;129400;11714;11714
11715;43948;177800;11715;11715
11716;43967;47000;11716;11716
11717;43969;64130;11717;11717
11718;43962;64000;11718;11718
11719;43962;60500;11719;11719
11720;43970;98000;11720;11720
11721;43977;96000;11721;11721
11722;43963;117000;11722;11722
11723;43964;347000;11723;11723
11724;43956;141700;11724;11724
11725;43963;164480;11725;11725
11726;43965;183500;11726;11726
11727;43970;62000;11727;11727
11728;43979;130800;11728;11728
11729;43964;183000;11729;11729
11730;43978;227000;11730;11730
11731;43970;105350;11731;11731
11732;43977;247500;11732;11732
11733;43973;104500;11733;11733
11734;43962;168000;11734;11734
11735;43963;168000;11735;11735
11736;43985;98000;11736;11736
11737;43978;121050;11737;11737
11738;43977;434972;11738;11738
11739;43980;139000;11739;11739
11740;43950;104000;11740;11740
11741;43969;165450;11741;11741
11742;43966;44500;11742;11742
11743;43966;69200;11743;11743
11744;43969;134500;11744;11744
11745;43990;150490;11745;11745
11746;43971;63930;11746;11746
11747;43970;321280;11747;11747
11748;43966;68000;11748;11748
11749;43966;108500;11749;11749
11750;43973;57700;11750;11750
11751;43984;245560;11751;11751
11752;43971;205000;11752;11752
11753;43985;122650;11753;11753
11754;43991;53500;11754;11754
11755;43973;222300;11755;11755
11756;43985;111665;11756;11756
11757;43973;132100;11757;11757
11758;43948;245900;11758;11758
11759;43971;155940;11759;11759
11760;43978;167000;11760;11760
11761;43986;157000;11761;11761
11762;43970;193000;11762;11762
11763;43979;176000;11763;11763
11764;43971;133170;11764;11764
11765;43997;123000;11765;11765
11766;43971;90600;11766;11766
11767;43986;51500;11767;11767
11768;43978;67000;11768;11768
11769;43987;80000;11769;11769
11770;43978;58900;11770;11770
11771;43977;89055;11771;11771
11772;43987;220000;11772;11772
11773;43979;66000;11773;11773
11774;43978;76000;11774;11774
11775;43987;53050;11775;11775
11776;43987;195300;11776;11776
11777;43994;85650;11777;11777
11778;43979;169000;11778;11778
11779;43993;166250;11779;11779
11780;43978;121000;11780;11780
11781;43993;82000;11781;11781
11782;44008;87900;11782;11782
11783;44004;208000;11783;11783
11784;44005;48500;11784;11784
11785;43995;2055000;11785;11785
11786;43998;147500;11786;11786
11787;43984;92900;11787;11787
11788;43985;102500;11788;11788
11789;43986;69000;11789;11789
11790;44005;155000;11790;11790
11791;43984;269750;11791;11791
11792;43999;146400;11792;11792
11793;43997;139550;11793;11793
11794;43992;140000;11794;11794
11795;43992;142000;11795;11795
11796;44008;66000;11796;11796
11797;44011;99000;11797;11797
11798;43994;136200;11798;11798
11799;43990;79000;11799;11799
11800;43993;110500;11800;11800
11801;44001;79500;11801;11801
11802;43993;174000;11802;11802
11803;43987;133000;11803;11803
11804;43999;60000;11804;11804
11805;43994;97800;11805;11805
11806;43999;273600;11806;11806
11807;43990;138000;11807;11807
11808;44008;149700;11808;11808
11809;43998;58000;11809;11809
11810;44000;84500;11810;11810
11811;44001;94700;11811;11811
11812;44001;197500;11812;11812
11813;44000;80100;11813;11813
11814;44008;102000;11814;11814
11815;44004;71500;11815;11815
11816;44011;75500;11816;11816
11817;44012;85000;11817;11817
11818;44012;156000;11818;11818
11819;44006;116000;11819;11819
11820;43999;278500;11820;11820
11821;43999;127600;11821;11821
11822;44008;89000;11822;11822
11823;44008;85000;11823;11823
11824;44005;90000;11824;11824
11825;44007;78500;11825;11825
11826;43986;96500;11826;11826
11827;43999;125000;11827;11827
11828;44012;129500;11828;11828
11829;44012;374000;11829;11829
11830;44007;55000;11830;11830
11831;44011;63800;11831;11831
11832;44011;217200;11832;11832
11833;44011;75000;11833;11833
11834;43875;29000;11834;11834
11835;43903;59290;11835;11835
11836;43951;110000;11836;11836
11837;43958;99000;11837;11837
11838;43978;139000;11838;11838
11839;43990;27500;11839;11839
11840;43997;80000;11840;11840
11841;43980;115000;11841;11841
11842;44000;87000;11842;11842
11843;43837;132197;11843;11843
11844;43837;11000;11844;11844
11845;43861;463000;11845;11845
11846;43871;117500;11846;11846
11847;43879;90000;11847;11847
11848;43864;66000;11848;11848
11849;43878;52000;11849;11849
11850;43878;157000;11850;11850
11851;43881;74500;11851;11851
11852;43873;66740;11852;11852
11853;43875;46000;11853;11853
11854;43906;64000;11854;11854
11855;43909;41000;11855;11855
11856;43930;50000;11856;11856
11857;43921;89900;11857;11857
11858;43936;80000;11858;11858
11859;43927;159500;11859;11859
11860;43951;67000;11860;11860
11861;43941;100000;11861;11861
11862;43928;220000;11862;11862
11863;43955;45000;11863;11863
11864;43956;77000;11864;11864
11865;43951;70000;11865;11865
11866;43923;76250;11866;11866
11867;43963;189616,94;11867;11867
11868;43962;86000;11868;11868
11869;43964;158500;11869;11869
11870;43979;63000;11870;11870
11871;43969;79000;11871;11871
11872;43990;105000;11872;11872
11873;43997;105000;11873;11873
11874;44008;155000;11874;11874
11875;43844;95000;11875;11875
11876;43846;110970;11876;11876
11877;43846;465500;11877;11877
11878;43833;62800;11878;11878
11879;43832;71250;11879;11879
11880;43847;45000;11880;11880
11881;43847;185000;11881;11881
11882;43851;79800;11882;11882
11883;43847;68000;11883;11883
11884;43846;106600;11884;11884
11885;43859;100000;11885;11885
11886;43854;114000;11886;11886
11887;43865;176195;11887;11887
11888;43841;77000;11888;11888
11889;43858;108500;11889;11889
11890;43858;286200;11890;11890
11891;43859;138000;11891;11891
11892;43865;93000;11892;11892
11893;43866;126900;11893;11893
11894;43850;159000;11894;11894
11895;43850;71300;11895;11895
11896;43866;161000;11896;11896
11897;43854;162700;11897;11897
11898;43871;149000;11898;11898
11899;43878;50000;11899;11899
11900;43861;95000;11900;11900
11901;43875;124500;11901;11901
11902;43868;204000;11902;11902
11903;43875;105000;11903;11903
11904;43864;147000;11904;11904
11905;43878;130400;11905;11905
11906;43872;85000;11906;11906
11907;43873;62000;11907;11907
11908;43861;73500;11908;11908
11909;43875;62500;11909;11909
11910;43879;113000;11910;11910
11911;43867;189000;11911;11911
11912;43882;245000;11912;11912
11913;43861;105000;11913;11913
11914;43858;124600;11914;11914
11915;43859;132000;11915;11915
11916;43871;108000;11916;11916
11917;43888;131000;11917;11917
11918;43879;30000;11918;11918
11919;43886;128700;11919;11919
11920;43874;139650;11920;11920
11921;43864;282500;11921;11921
11922;43889;76640;11922;11922
11923;43889;110700;11923;11923
11924;43889;118900;11924;11924
11925;43878;267550;11925;11925
11926;43888;71500;11926;11926
11927;43882;42000;11927;11927
11928;43889;66000;11928;11928
11929;43879;92000;11929;11929
11930;43887;51560;11930;11930
11931;43893;57000;11931;11931
11932;43875;107435;11932;11932
11933;43889;152850;11933;11933
11934;43881;57600;11934;11934
11935;43880;137680;11935;11935
11936;43874;60500;11936;11936
11937;43880;105650;11937;11937
11938;43887;95000;11938;11938
11939;43882;70000;11939;11939
11940;43880;177990;11940;11940
11941;43886;43600;11941;11941
11942;43885;158500;11942;11942
11943;43890;50000;11943;11943
11944;43889;74000;11944;11944
11945;43902;92500;11945;11945
11946;43881;119000;11946;11946
11947;43880;256603,77;11947;11947
11948;43889;183000;11948;11948
11949;43894;173500;11949;11949
11950;43899;122000;11950;11950
11951;43907;147000;11951;11951
11952;43895;126000;11952;11952
11953;43899;234000;11953;11953
11954;43917;142400;11954;11954
11955;43910;83000;11955;11955
11956;43906;88360;11956;11956
11957;43903;97000;11957;11957
11958;43929;78480;11958;11958
11959;43906;175000;11959;11959
11960;43921;59000;11960;11960
11961;43907;92000;11961;11961
11962;43935;73000;11962;11962
11963;43834;75200;11963;11963
11964;43938;106850;11964;11964
11965;43938;166000;11965;11965
11966;43945;60000;11966;11966
11967;43938;35050;11967;11967
11968;43957;206000;11968;11968
11969;43958;42950;11969;11969
11970;43929;250000;11970;11970
11971;43948;63450;11971;11971
11972;43951;83800;11972;11972
11973;43956;120000;11973;11973
11974;43945;75800;11974;11974
11975;43963;114700;11975;11975
11976;43902;104300;11976;11976
11977;43965;38000;11977;11977
11978;43964;52250;11978;11978
11979;43964;63700;11979;11979
11980;43963;47500;11980;11980
11981;43969;75000;11981;11981
11982;43957;118750;11982;11982
11983;43965;128700;11983;11983
11984;43957;63200;11984;11984
11985;43963;123100;11985;11985
11986;43966;116270;11986;11986
11987;43950;63000;11987;11987
11988;43966;139000;11988;11988
11989;43964;53000;11989;11989
11990;43978;190000;11990;11990
11991;43973;125000;11991;11991
11992;43973;147500;11992;11992
11993;43938;135500;11993;11993
11994;43938;184100;11994;11994
11995;43938;380000;11995;11995
11996;43971;77000;11996;11996
11997;43966;55600;11997;11997
11998;43971;97000;11998;11998
11999;43970;142500;11999;11999
12000;43971;143500;12000;12000
12001;43966;87000;12001;12001
12002;43977;140000;12002;12002
12003;43980;84000;12003;12003
12004;43969;161700;12004;12004
12005;43969;120200;12005;12005
12006;43943;168375;12006;12006
12007;43976;207900;12007;12007
12008;43969;47500;12008;12008
12009;43945;245900;12009;12009
12010;43971;157000;12010;12010
12011;43986;104000;12011;12011
12012;43973;113000;12012;12012
12013;43976;111300;12013;12013
12014;43977;35000;12014;12014
12015;43973;119000;12015;12015
12016;43971;109680;12016;12016
12017;43971;226740;12017;12017
12018;43980;61500;12018;12018
12019;43980;93500;12019;12019
12020;43976;58500;12020;12020
12021;43980;67000;12021;12021
12022;43976;122000;12022;12022
12023;43979;57000;12023;12023
12024;43977;96560;12024;12024
12025;43977;77500;12025;12025
12026;43963;91500;12026;12026
12027;43986;59300;12027;12027
12028;43970;70300;12028;12028
12029;43977;68500;12029;12029
12030;43984;87700;12030;12030
12031;43970;80000;12031;12031
12032;43970;24000;12032;12032
12033;43979;93000;12033;12033
12034;43987;60000;12034;12034
12035;43963;69500;12035;12035
12036;43979;82000;12036;12036
12037;43980;890000;12037;12037
12038;43986;102500;12038;12038
12039;43990;63500;12039;12039
12040;43980;54000;12040;12040
12041;43986;56500;12041;12041
12042;43987;52000;12042;12042
12043;43980;85000;12043;12043
12044;43986;61000;12044;12044
12045;43984;38000;12045;12045
12046;43970;87500;12046;12046
12047;43969;103326;12047;12047
12048;43973;167500;12048;12048
12049;43973;79200;12049;12049
12050;43976;70000;12050;12050
12051;43980;110000;12051;12051
12052;43997;88500;12052;12052
12053;43994;78500;12053;12053
12054;43992;57000;12054;12054
12055;43987;160000;12055;12055
12056;43998;60000;12056;12056
12057;43999;181500;12057;12057
12058;43990;104930;12058;12058
12059;43985;70580;12059;12059
12060;43992;203750;12060;12060
12061;43994;196000;12061;12061
12062;43994;183350;12062;12062
12063;43980;45000;12063;12063
12064;43979;100000;12064;12064
12065;43980;229000;12065;12065
12066;43980;47000;12066;12066
12067;43997;99000;12067;12067
12068;43987;107800;12068;12068
12069;43999;56000;12069;12069
12070;43987;150500;12070;12070
12071;43991;41800;12071;12071
12072;43992;106900;12072;12072
12073;43987;242000;12073;12073
12074;43998;48000;12074;12074
12075;44001;102600;12075;12075
12076;43997;53000;12076;12076
12077;43997;169550;12077;12077
12078;43998;62000;12078;12078
12079;43986;138050;12079;12079
12080;44001;106000;12080;12080
12081;43990;153000;12081;12081
12082;43992;66500;12082;12082
12083;44007;57500;12083;12083
12084;43991;126200;12084;12084
12085;43980;150000;12085;12085
12086;44007;60200;12086;12086
12087;44012;122600;12087;12087
12088;44000;242700;12088;12088
12089;44007;76000;12089;12089
12090;44008;40900;12090;12090
12091;43994;90300;12091;12091
12092;43993;170050;12092;12092
12093;43997;61000;12093;12093
12094;43840;111000;12094;12094
12095;43841;120000;12095;12095
12096;43845;74000;12096;12096
12097;43850;135700;12097;12097
12098;43847;70500;12098;12098
12099;43860;99000;12099;12099
12100;43859;42000;12100;12100
12101;43858;44350;12101;12101
12102;43859;110000;12102;12102
12103;43864;52000;12103;12103
12104;43865;167000;12104;12104
12105;43858;150000;12105;12105
12106;43836;46000;12106;12106
12107;43866;22500;12107;12107
12108;43866;69111;12108;12108
12109;43867;52000;12109;12109
12110;43840;182480;12110;12110
12111;43868;77000;12111;12111
12112;43869;45000;12112;12112
12113;43868;86000;12113;12113
12114;43872;106000;12114;12114
12115;43879;52000;12115;12115
12116;43867;42000;12116;12116
12117;43868;28270;12117;12117
12118;43876;41500;12118;12118
12119;43889;71000;12119;12119
12120;43888;88400;12120;12120
12121;43892;136500;12121;12121
12122;43896;80000;12122;12122
12123;43885;63000;12123;12123
12124;43887;80280;12124;12124
12125;43896;114500;12125;12125
12126;43882;129000;12126;12126
12127;43897;143500;12127;12127
12128;43900;50000;12128;12128
12129;43885;56754;12129;12129
12130;43897;51500;12130;12130
12131;43902;90000;12131;12131
12132;43907;146000;12132;12132
12133;43929;59500;12133;12133
12134;43902;35000;12134;12134
12135;43901;41000;12135;12135
12136;43936;80900;12136;12136
12137;43944;126000;12137;12137
12138;43949;101600;12138;12138
12139;43901;176490;12139;12139
12140;43963;132700;12140;12140
12141;43966;65000;12141;12141
12142;43965;84050;12142;12142
12143;43965;58000;12143;12143
12144;43970;132610;12144;12144
12145;43970;120000;12145;12145
12146;43973;138000;12146;12146
12147;43973;170000;12147;12147
12148;43971;125000;12148;12148
12149;43980;99640;12149;12149
12150;43979;173900;12150;12150
12151;43978;64000;12151;12151
12152;43965;132600;12152;12152
12153;43964;180400;12153;12153
12154;43987;160000;12154;12154
12155;43963;91850;12155;12155
12156;43978;32000;12156;12156
12157;43988;70000;12157;12157
12158;43980;31000;12158;12158
12159;43994;80000;12159;12159
12160;43997;180000;12160;12160
12161;44005;80000;12161;12161
12162;44000;79000;12162;12162
12163;43999;146140;12163;12163
12164;44000;163500;12164;12164
12165;43987;33000;12165;12165
12166;44005;45000;12166;12166
12167;43979;59000;12167;12167
12168;44001;100000;12168;12168
12169;44005;151000;12169;12169
12170;43998;350000;12170;12170
12171;44011;91600;12171;12171
12172;43986;91160;12172;12172
12173;43987;45000;12173;12173
12174;44012;90700;12174;12174
12175;44005;105000;12175;12175
12176;44001;30000;12176;12176
12177;44011;66000;12177;12177
12178;44008;171400;12178;12178
12179;44004;126000;12179;12179
12180;43993;57295;12180;12180
12181;44000;112000;12181;12181
12182;43930;35000;12182;12182
12183;43838;141000;12183;12183
12184;43840;57000;12184;12184
12185;43852;65000;12185;12185
12186;43846;76000;12186;12186
12187;43853;41000;12187;12187
12188;43851;16000;12188;12188
12189;43851;28000;12189;12189
12190;43868;66000;12190;12190
12191;43882;43000;12191;12191
12192;43900;118000;12192;12192
12193;43906;111400;12193;12193
12194;43948;10000;12194;12194
12195;43973;73100;12195;12195
12196;43963;249000;12196;12196
12197;43973;94000;12197;12197
12198;43945;56000;12198;12198
12199;43969;157500;12199;12199
12200;43971;46000;12200;12200
12201;44005;102000;12201;12201
12202;43990;33300;12202;12202
12203;43846;9000;12203;12203
12204;43861;142500;12204;12204
12205;43882;66500;12205;12205
12206;43871;150000;12206;12206
12207;43927;84000;12207;12207
12208;43913;140000;12208;12208
12209;43945;87000;12209;12209
12210;43962;79000;12210;12210
12211;43962;68000;12211;12211
12212;43955;77000;12212;12212
12213;43964;64800;12213;12213
12214;43966;56500;12214;12214
12215;43976;113500;12215;12215
12216;43980;97000;12216;12216
12217;43987;100000;12217;12217
12218;43971;31500;12218;12218
12219;43986;31725;12219;12219
12220;43999;116500;12220;12220
12221;44006;25000;12221;12221
12222;43969;54000;12222;12222
12223;43969;23000;12223;12223
12224;43976;71000;12224;12224
12225;43845;106600;12225;12225
12226;43894;120000;12226;12226
12227;43922;105000;12227;12227
12228;43970;113000;12228;12228
12229;43958;114000;12229;12229
12230;43987;135000;12230;12230
12231;43979;31200;12231;12231
12232;43986;133000;12232;12232
12233;43978;136571,25;12233;12233
12234;43840;102000;12234;12234
12235;43840;360000;12235;12235
12236;43833;251105;12236;12236
12237;43838;138400;12237;12237
12238;43838;78000;12238;12238
12239;43851;27000;12239;12239
12240;43850;69000;12240;12240
12241;43858;86045,23;12241;12241
12242;43857;42000;12242;12242
12243;43860;81000;12243;12243
12244;43859;85000;12244;12244
12245;43865;70000;12245;12245
12246;43866;81250;12246;12246
12247;43867;120150;12247;12247
12248;43865;85000;12248;12248
12249;43838;43000;12249;12249
12250;43852;120000;12250;12250
12251;43867;221000;12251;12251
12252;43847;210000;12252;12252
12253;43864;185000;12253;12253
12254;43853;104000;12254;12254
12255;43864;38000;12255;12255
12256;43875;173500;12256;12256
12257;43874;72000;12257;12257
12258;43857;175000;12258;12258
12259;43852;119500;12259;12259
12260;43854;78000;12260;12260
12261;43859;106000;12261;12261
12262;43867;46300;12262;12262
12263;43880;50000;12263;12263
12264;43876;68300;12264;12264
12265;43883;63500;12265;12265
12266;43881;141000;12266;12266
12267;43888;77434;12267;12267
12268;43894;72400;12268;12268
12269;43896;136000;12269;12269
12270;43894;65200;12270;12270
12271;43894;126700;12271;12271
12272;43906;112000;12272;12272
12273;43903;65500;12273;12273
12274;43903;94000;12274;12274
12275;43921;75000;12275;12275
12276;43917;115000;12276;12276
12277;43924;139400;12277;12277
12278;43924;96000;12278;12278
12279;43942;74000;12279;12279
12280;43942;122000;12280;12280
12281;43924;68000;12281;12281
12282;43950;62040;12282;12282
12283;43950;65000;12283;12283
12284;43931;186750;12284;12284
12285;43957;110000;12285;12285
12286;43951;57500;12286;12286
12287;43945;45000;12287;12287
12288;43941;85000;12288;12288
12289;43958;60000;12289;12289
12290;43958;281000;12290;12290
12291;43964;52500;12291;12291
12292;43964;150106;12292;12292
12293;43964;131500;12293;12293
12294;43962;21000;12294;12294
12295;43951;135000;12295;12295
12296;43963;88500;12296;12296
12297;43966;80200;12297;12297
12298;43966;191000;12298;12298
12299;43971;138000;12299;12299
12300;43966;216000;12300;12300
12301;43965;68000;12301;12301
12302;43973;153000;12302;12302
12303;43971;65000;12303;12303
12304;43978;147000;12304;12304
12305;43985;91500;12305;12305
12306;43980;56000;12306;12306
12307;43987;102000;12307;12307
12308;43971;74000;12308;12308
12309;43962;37000;12309;12309
12310;43980;84000;12310;12310
12311;43971;165000;12311;12311
12312;43980;207000;12312;12312
12313;43965;80000;12313;12313
12314;43969;74500;12314;12314
12315;43971;122000;12315;12315
12316;43966;105357;12316;12316
12317;43987;117000;12317;12317
12318;43980;107000;12318;12318
12319;43976;145000;12319;12319
12320;43988;105000;12320;12320
12321;43977;93000;12321;12321
12322;43979;124000;12322;12322
12323;43979;79000;12323;12323
12324;43980;91000;12324;12324
12325;43976;86000;12325;12325
12326;43976;76000;12326;12326
12327;43976;117000;12327;12327
12328;43969;158750;12328;12328
12329;43992;214300;12329;12329
12330;43994;77500;12330;12330
12331;43964;450000;12331;12331
12332;43986;150000;12332;12332
12333;43978;158000;12333;12333
12334;43985;150000;12334;12334
12335;43986;86000;12335;12335
12336;44001;60000;12336;12336
12337;44001;144926;12337;12337
12338;43986;130500;12338;12338
12339;43992;160500;12339;12339
12340;43987;129740;12340;12340
12341;43997;400000;12341;12341
12342;43992;203000;12342;12342
12343;43997;88000;12343;12343
12344;43999;110000;12344;12344
12345;44006;160000;12345;12345
12346;44007;118000;12346;12346
12347;44007;90000;12347;12347
12348;43991;135000;12348;12348
12349;44004;102500;12349;12349
12350;44007;133000;12350;12350
12351;43997;177000;12351;12351
12352;44011;81000;12352;12352
12353;44006;107000;12353;12353
12354;44007;48000;12354;12354
12355;44007;290000;12355;12355
12356;44004;50000;12356;12356
12357;44001;100000;12357;12357
12358;44012;110240;12358;12358
12359;44011;61000;12359;12359
12360;43836;86000;12360;12360
12361;43832;107000;12361;12361
12362;43844;226500;12362;12362
12363;43847;180000;12363;12363
12364;43840;290000;12364;12364
12365;43845;120250;12365;12365
12366;43840;100000;12366;12366
12367;43839;370000;12367;12367
12368;43854;188000;12368;12368
12369;43847;117500;12369;12369
12370;43854;80500;12370;12370
12371;43861;173000;12371;12371
12372;43861;183000;12372;12372
12373;43860;105000;12373;12373
12374;43861;62000;12374;12374
12375;43851;195000;12375;12375
12376;43845;97000;12376;12376
12377;43868;98735;12377;12377
12378;43859;197500;12378;12378
12379;43871;195000;12379;12379
12380;43858;172000;12380;12380
12381;43872;160500;12381;12381
12382;43862;290000;12382;12382
12383;43868;201000;12383;12383
12384;43868;130000;12384;12384
12385;43880;181400;12385;12385
12386;43881;125000;12386;12386
12387;43872;92000;12387;12387
12388;43881;200000;12388;12388
12389;43890;105000;12389;12389
12390;43882;147750;12390;12390
12391;43881;161200;12391;12391
12392;43889;72300;12392;12392
12393;43895;260000;12393;12393
12394;43889;50510;12394;12394
12395;43881;122300;12395;12395
12396;43903;142000;12396;12396
12397;43881;155000;12397;12397
12398;43889;95000;12398;12398
12399;43896;40000;12399;12399
12400;43889;300038;12400;12400
12401;43909;150000;12401;12401
12402;43915;210000;12402;12402
12403;43896;90000;12403;12403
12404;43894;127800;12404;12404
12405;43890;130450;12405;12405
12406;43917;117000;12406;12406
12407;43907;120000;12407;12407
12408;43923;94000;12408;12408
12409;43901;135100;12409;12409
12410;43910;149500;12410;12410
12411;43910;121200;12411;12411
12412;43907;158900;12412;12412
12413;43931;264700;12413;12413
12414;43885;131000;12414;12414
12415;43938;109000;12415;12415
12416;43942;82000;12416;12416
12417;43944;123000;12417;12417
12418;43942;90000;12418;12418
12419;43938;136000;12419;12419
12420;43941;210000;12420;12420
12421;43948;177000;12421;12421
12422;43948;174000;12422;12422
12423;43958;245000;12423;12423
12424;43935;140000;12424;12424
12425;43945;161000;12425;12425
12426;43970;132000;12426;12426
12427;43931;127000;12427;12427
12428;43955;83000;12428;12428
12429;43958;95000;12429;12429
12430;43965;116500;12430;12430
12431;43973;82000;12431;12431
12432;43973;178350;12432;12432
12433;43976;209000;12433;12433
12434;43970;140000;12434;12434
12435;43977;120000;12435;12435
12436;43983;157000;12436;12436
12437;43971;116000;12437;12437
12438;43973;240550;12438;12438
12439;43977;250000;12439;12439
12440;43979;155000;12440;12440
12441;43971;110000;12441;12441
12442;43984;60000;12442;12442
12443;43980;145000;12443;12443
12444;43973;107140;12444;12444
12445;43987;62700;12445;12445
12446;43980;97500;12446;12446
12447;43980;107000;12447;12447
12448;43992;213430;12448;12448
12449;43985;80000;12449;12449
12450;43994;155000;12450;12450
12451;43998;118000;12451;12451
12452;43999;86000;12452;12452
12453;43978;190000;12453;12453
12454;44000;91700;12454;12454
12455;43980;115000;12455;12455
12456;43990;160000;12456;12456
12457;43994;200000;12457;12457
12458;43985;160500;12458;12458
12459;44000;190000;12459;12459
12460;43997;315000;12460;12460
12461;43985;136010;12461;12461
12462;44007;83000;12462;12462
12463;44007;228000;12463;12463
12464;44011;61320;12464;12464
12465;43844;40000;12465;12465
12466;43900;117500;12466;12466
12467;43903;69500;12467;12467
12468;43924;102000;12468;12468
12469;43930;66700;12469;12469
12470;43859;35547;12470;12470
12471;43854;35000;12471;12471
12472;43868;91000;12472;12472
12473;43888;49000;12473;12473
12474;43886;83500;12474;12474
12475;43888;83000;12475;12475
12476;43899;78000;12476;12476
12477;43951;62500;12477;12477
12478;43979;118000;12478;12478
12479;43966;102000;12479;12479
12480;43969;119000;12480;12480
12481;43967;145000;12481;12481
12482;43973;95000;12482;12482
12483;43987;55500;12483;12483
12484;43966;35000;12484;12484
12485;43868;100000;12485;12485
12486;44000;18000;12486;12486
12487;44001;88000;12487;12487
12488;44012;62000;12488;12488
12489;43846;43000;12489;12489
12490;43840;234000;12490;12490
12491;43857;53000;12491;12491
12492;43846;53000;12492;12492
12493;43832;148400;12493;12493
12494;43857;18000;12494;12494
12495;43847;13000;12495;12495
12496;43864;52000;12496;12496
12497;43847;43500;12497;12497
12498;43853;75000;12498;12498
12499;43878;95700;12499;12499
12500;43869;41000;12500;12500
12501;43882;58000;12501;12501
12502;43887;57000;12502;12502
12503;43894;170000;12503;12503
12504;43866;159000;12504;12504
12505;43900;82000;12505;12505
12506;43955;55000;12506;12506
12507;43973;55000;12507;12507
12508;43976;58000;12508;12508
12509;43963;40000;12509;12509
12510;43979;21000;12510;12510
12511;43840;53500;12511;12511
12512;43839;250000;12512;12512
12513;43840;265700;12513;12513
12514;43844;210243;12514;12514
12515;43850;57480;12515;12515
12516;43844;128000;12516;12516
12517;43839;749760;12517;12517
12518;43852;63000;12518;12518
12519;43837;585000;12519;12519
12520;43833;342700;12520;12520
12521;43852;70000;12521;12521
12522;43845;181800;12522;12522
12523;43850;194645;12523;12523
12524;43850;504500;12524;12524
12525;43854;103000;12525;12525
12526;43859;64000;12526;12526
12527;43858;74000;12527;12527
12528;43860;127000;12528;12528
12529;43859;166300;12529;12529
12530;43851;128400;12530;12530
12531;43840;286000;12531;12531
12532;43839;175000;12532;12532
12533;43853;172500;12533;12533
12534;43854;104000;12534;12534
12535;43837;67500;12535;12535
12536;43837;120000;12536;12536
12537;43845;273372;12537;12537
12538;43843;147830;12538;12538
12539;43866;123550;12539;12539
12540;43865;210700;12540;12540
12541;43846;61000;12541;12541
12542;43847;168000;12542;12542
12543;43864;100500;12543;12543
12544;43858;263000;12544;12544
12545;43860;116500;12545;12545
12546;43860;84000;12546;12546
12547;43845;203000;12547;12547
12548;43845;196000;12548;12548
12549;43861;114000;12549;12549
12550;43866;113748;12550;12550
12551;43859;282500;12551;12551
12552;43857;95000;12552;12552
12553;43874;553000;12553;12553
12554;43860;168000;12554;12554
12555;43880;122000;12555;12555
12556;43857;88000;12556;12556
12557;43875;432000;12557;12557
12558;43868;224000;12558;12558
12559;43878;534500;12559;12559
12560;43875;298000;12560;12560
12561;43880;214250;12561;12561
12562;43858;73000;12562;12562
12563;43865;124700;12563;12563
12564;43871;189300;12564;12564
12565;43878;190500;12565;12565
12566;43873;587500;12566;12566
12567;43882;110200;12567;12567
12568;43882;66500;12568;12568
12569;43875;58000;12569;12569
12570;43887;215500;12570;12570
12571;43881;103950;12571;12571
12572;43871;130983,59;12572;12572
12573;43879;118000;12573;12573
12574;43888;157500;12574;12574
12575;43880;83177;12575;12575
12576;43880;223500;12576;12576
12577;43894;236000;12577;12577
12578;43880;62000;12578;12578
12579;43882;81056;12579;12579
12580;43886;223400;12580;12580
12581;43880;141200;12581;12581
12582;43885;232000;12582;12582
12583;43889;131000;12583;12583
12584;43887;158000;12584;12584
12585;43889;173400;12585;12585
12586;43888;241500;12586;12586
12587;43899;76000;12587;12587
12588;43900;136000;12588;12588
12589;43887;106500;12589;12589
12590;43900;235100;12590;12590
12591;43893;156800;12591;12591
12592;43899;336217;12592;12592
