ID_Transactions;Date_mut;Val_fonc;ID_Bien
6003;15/06/2020;122000;6003
6004;25/05/2020;155150;6004
6005;29/05/2020;58500;6005
6006;13/06/2020;114400;6006
6007;23/06/2020;110365;6007
6008;26/06/2020;228300;6008
6009;12/06/2020;245000;6009
6010;29/06/2020;240000;6010
6011;26/06/2020;131500;6011
6012;06/01/2020;72000;6012
6013;03/01/2020;67000;6013
6014;27/02/2020;87000;6014
6015;15/05/2020;28600;6015
6016;14/05/2020;72000;6016
6017;19/05/2020;106900;6017
6018;20/05/2020;111700;6018
6019;20/05/2020;101550;6019
6020;05/06/2020;91000;6020
6021;30/05/2020;24000;6021
6022;09/06/2020;40000;6022
6023;27/05/2020;59500;6023
6024;04/06/2020;32000;6024
6025;10/01/2020;254500;6025
6026;10/01/2020;243000;6026
6027;10/01/2020;53000;6027
6028;17/01/2020;106000;6028
6029;09/01/2020;206400;6029
6030;09/01/2020;259600;6030
6031;15/01/2020;303600;6031
6032;02/01/2020;156000;6032
6033;20/01/2020;499993;6033
6034;08/01/2020;133200;6034
6035;16/01/2020;133600;6035
6036;03/01/2020;296651;6036
6037;20/01/2020;150500;6037
6038;22/01/2020;577000;6038
6039;17/01/2020;117000;6039
6040;18/01/2020;78000;6040
6041;14/01/2020;191000;6041
6042;20/01/2020;132850;6042
6043;08/01/2020;149400;6043
6044;24/01/2020;451000;6044
6045;09/01/2020;196000;6045
6046;21/01/2020;130000;6046
6047;23/01/2020;201800;6047
6048;23/01/2020;139000;6048
6049;31/01/2020;407650;6049
6050;21/01/2020;676685;6050
6051;31/01/2020;213500;6051
6052;03/02/2020;136000;6052
6053;22/01/2020;285280;6053
6054;23/01/2020;98550;6054
6055;22/01/2020;200500;6055
6056;15/01/2020;233500;6056
6057;24/01/2020;172867;6057
6058;31/01/2020;242150;6058
6059;31/01/2020;143000;6059
6060;30/01/2020;307650;6060
6061;05/02/2020;105540;6061
6062;28/01/2020;320000;6062
6063;30/01/2020;393800;6063
6064;22/01/2020;65000;6064
6065;24/01/2020;117000;6065
6066;31/01/2020;278650;6066
6067;23/01/2020;320575;6067
6068;06/02/2020;159200;6068
6069;24/01/2020;82664;6069
6070;11/02/2020;149500;6070
6071;20/01/2020;145800;6071
6072;30/01/2020;205600;6072
6073;03/02/2020;262100;6073
6074;11/02/2020;206600;6074
6075;31/01/2020;334830;6075
6076;30/01/2020;480000;6076
6077;30/01/2020;193000;6077
6078;03/02/2020;184000;6078
6079;03/02/2020;129000;6079
6080;05/02/2020;233400;6080
6081;22/01/2020;379889;6081
6082;27/01/2020;179000;6082
6083;10/02/2020;286000;6083
6084;14/02/2020;275000;6084
6085;14/02/2020;292050;6085
6086;07/02/2020;137620;6086
6087;30/01/2020;239100;6087
6088;17/02/2020;207760;6088
6089;29/01/2020;228000;6089
6090;12/02/2020;264000;6090
6091;14/02/2020;170000;6091
6092;30/01/2020;210000;6092
6093;31/01/2020;166600;6093
6094;11/02/2020;223100;6094
6095;14/02/2020;321200;6095
6096;14/02/2020;303200;6096
6097;17/02/2020;159965;6097
6098;19/02/2020;467850;6098
6099;31/01/2020;141600;6099
6100;04/02/2020;905000;6100
6101;04/02/2020;144000;6101
6102;25/02/2020;280730;6102
6103;17/02/2020;303270;6103
6104;14/02/2020;195500;6104
6105;21/02/2020;97613;6105
6106;21/02/2020;533550;6106
6107;26/02/2020;156700;6107
6108;21/02/2020;237000;6108
6109;19/02/2020;386240;6109
6110;14/02/2020;290000;6110
6111;31/01/2020;141020;6111
6112;20/02/2020;316150;6112
6113;27/02/2020;363280;6113
6114;19/02/2020;295075;6114
6115;21/02/2020;162250;6115
6116;21/02/2020;132264;6116
6117;07/02/2020;150000;6117
6118;04/03/2020;101000;6118
6119;25/02/2020;157150;6119
6120;28/02/2020;154800;6120
6121;20/02/2020;220000;6121
6122;14/02/2020;215600;6122
6123;28/02/2020;787000;6123
6124;24/02/2020;145700;6124
6125;02/03/2020;72000;6125
6126;11/03/2020;118360;6126
6127;11/03/2020;103000;6127
6128;12/03/2020;166500;6128
6129;11/03/2020;358200;6129
6130;25/02/2020;178220;6130
6131;27/02/2020;241860;6131
6132;16/03/2020;153000;6132
6133;27/02/2020;155000;6133
6134;09/03/2020;217900;6134
6135;18/03/2020;127125;6135
6136;10/03/2020;91500;6136
6137;06/03/2020;174900;6137
6138;28/02/2020;229500;6138
6139;16/03/2020;147000;6139
6140;06/03/2020;115180;6140
6141;12/03/2020;188591;6141
6142;16/03/2020;188400;6142
6143;30/03/2020;247500;6143
6144;17/04/2020;178000;6144
6145;30/04/2020;262890;6145
6146;01/05/2020;165000;6146
6147;09/04/2020;102000;6147
6148;23/04/2020;168000;6148
6149;30/04/2020;135000;6149
6150;07/05/2020;170000;6150
6151;27/04/2020;230500;6151
6152;14/05/2020;162330;6152
6153;24/04/2020;228394;6153
6154;24/04/2020;232000;6154
6155;19/05/2020;102564;6155
6156;07/05/2020;387500;6156
6157;30/04/2020;54560;6157
6158;30/04/2020;191500;6158
6159;23/04/2020;81000;6159
6160;14/05/2020;142000;6160
6161;20/05/2020;228673;6161
6162;22/05/2020;371300;6162
6163;20/05/2020;241000;6163
6164;20/05/2020;110600;6164
6165;12/05/2020;77000;6165
6166;14/05/2020;178500;6166
6167;18/03/2020;52700;6167
6168;14/05/2020;162300;6168
6169;27/05/2020;70000;6169
6170;29/05/2020;272300;6170
6171;28/05/2020;255000;6171
6172;03/06/2020;168000;6172
6173;12/05/2020;293000;6173
6174;18/05/2020;132000;6174
6175;19/05/2020;180000;6175
6176;18/05/2020;463700;6176
6177;19/05/2020;174000;6177
6178;25/05/2020;152030;6178
6179;15/05/2020;182000;6179
6180;15/05/2020;257053;6180
6181;29/05/2020;419000;6181
6182;29/05/2020;307500;6182
6183;25/05/2020;140000;6183
6184;03/06/2020;289808;6184
6185;25/05/2020;615000;6185
6186;25/05/2020;1176150;6186
6187;15/05/2020;228200;6187
6188;20/05/2020;125500;6188
6189;26/05/2020;128500;6189
6190;26/05/2020;493441;6190
6191;25/05/2020;350950;6191
6192;25/05/2020;378000;6192
6193;18/05/2020;225800;6193
6194;05/06/2020;162500;6194
6195;11/06/2020;124000;6195
6196;25/05/2020;344400;6196
6197;29/05/2020;261000;6197
6198;15/06/2020;242600;6198
6199;12/06/2020;174200;6199
6200;05/06/2020;70800;6200
6201;28/05/2020;224900;6201
6202;27/05/2020;270000;6202
6203;28/05/2020;195000;6203
6204;09/06/2020;90480;6204
6205;05/06/2020;83600;6205
6206;29/05/2020;247000;6206
6207;12/06/2020;160050;6207
6208;30/04/2020;162000;6208
6209;27/05/2020;307000;6209
6210;25/05/2020;125000;6210
6211;10/06/2020;255000;6211
6212;05/06/2020;87303;6212
6213;26/05/2020;334400;6213
6214;02/06/2020;235336;6214
6215;02/06/2020;172000;6215
6216;18/06/2020;129000;6216
6217;03/06/2020;135055;6217
6218;28/05/2020;138000;6218
6219;26/05/2020;225000;6219
6220;10/06/2020;458000;6220
6221;22/06/2020;143450;6221
6222;11/06/2020;396000;6222
6223;27/05/2020;314400;6223
6224;04/06/2020;166150;6224
6225;05/06/2020;128000;6225
6226;24/06/2020;440640;6226
6227;18/06/2020;314000;6227
6228;12/06/2020;84000;6228
6229;15/06/2020;130000;6229
6230;24/06/2020;126000;6230
6231;26/06/2020;175750;6231
6232;03/06/2020;350000;6232
6233;05/06/2020;147048;6233
6234;16/06/2020;157500;6234
6235;18/06/2020;189000;6235
6236;12/06/2020;135000;6236
6237;15/06/2020;249900;6237
6238;11/06/2020;926500;6238
6239;25/06/2020;179500;6239
6240;23/06/2020;226400;6240
6241;18/06/2020;109700;6241
6242;17/06/2020;260000;6242
6243;15/06/2020;721000;6243
6244;24/06/2020;354000;6244
6245;02/03/2020;227811;6245
6246;23/06/2020;221500;6246
6247;29/06/2020;398500;6247
6248;26/06/2020;368540;6248
6249;25/06/2020;285200;6249
6250;12/06/2020;71000;6250
6251;30/06/2020;115000;6251
6252;18/06/2020;145000;6252
6253;22/06/2020;345657;6253
6254;22/06/2020;285308;6254
6255;24/06/2020;80000;6255
6256;30/06/2020;221800;6256
6257;30/06/2020;239450;6257
6258;23/06/2020;180000;6258
6259;24/06/2020;92000;6259
6260;19/06/2020;161809;6260
6261;17/06/2020;187000;6261
6262;06/01/2020;150900;6262
6263;02/01/2020;86025;6263
6264;10/01/2020;156000;6264
6265;07/01/2020;233000;6265
6266;10/01/2020;326050;6266
6267;15/01/2020;208750;6267
6268;14/01/2020;174900;6268
6269;16/01/2020;145650;6269
6270;13/01/2020;288500;6270
6271;07/01/2020;60000;6271
6272;02/01/2020;79000;6272
6273;09/01/2020;351000;6273
6274;08/01/2020;147800;6274
6275;17/01/2020;356922;6275
6276;17/01/2020;188000;6276
6277;06/01/2020;106000;6277
6278;03/01/2020;278300;6278
6279;09/01/2020;70500;6279
6280;13/01/2020;217500;6280
6281;10/01/2020;165300;6281
6282;10/01/2020;318850;6282
6283;23/01/2020;199000;6283
6284;15/01/2020;170000;6284
6285;17/01/2020;374000;6285
6286;23/01/2020;87000;6286
6287;13/01/2020;169000;6287
6288;03/01/2020;159500;6288
6289;15/01/2020;550000;6289
6290;13/01/2020;270500;6290
6291;23/01/2020;175210;6291
6292;24/01/2020;130000;6292
6293;17/01/2020;133000;6293
6294;22/01/2020;96300;6294
6295;10/01/2020;113000;6295
6296;06/01/2020;65000;6296
6297;14/01/2020;123448;6297
6298;24/01/2020;213000;6298
6299;14/01/2020;186600;6299
6300;16/01/2020;176000;6300
6301;09/01/2020;207600;6301
6302;10/01/2020;109720;6302
6303;20/01/2020;90000;6303
6304;27/01/2020;116000;6304
6305;06/01/2020;149500;6305
6306;31/01/2020;114500;6306
6307;10/01/2020;238350;6307
6308;17/01/2020;219000;6308
6309;10/01/2020;237500;6309
6310;13/01/2020;189000;6310
6311;30/01/2020;175500;6311
6312;20/01/2020;205710;6312
6313;15/01/2020;219200;6313
6314;07/01/2020;123000;6314
6315;31/01/2020;158500;6315
6316;29/01/2020;279800;6316
6317;28/01/2020;106300;6317
6318;24/01/2020;188550;6318
6319;30/01/2020;216565;6319
6320;22/01/2020;231750;6320
6321;09/01/2020;328000;6321
6322;29/01/2020;171000;6322
6323;30/01/2020;147620;6323
6324;07/02/2020;134750;6324
6325;23/01/2020;123500;6325
6326;29/01/2020;222500;6326
6327;31/01/2020;131500;6327
6328;24/01/2020;96030;6328
6329;27/01/2020;159800;6329
6330;15/01/2020;116800;6330
6331;07/01/2020;204620;6331
6332;27/01/2020;177500;6332
6333;24/01/2020;245000;6333
6334;06/02/2020;138000;6334
6335;24/01/2020;189090;6335
6336;22/01/2020;168000;6336
6337;31/01/2020;119000;6337
6338;29/01/2020;230850;6338
6339;06/02/2020;102500;6339
6340;31/01/2020;343700;6340
6341;23/01/2020;184120;6341
6342;17/01/2020;371000;6342
6343;17/01/2020;200780;6343
6344;03/02/2020;138750;6344
6345;20/01/2020;199000;6345
6346;30/01/2020;67500;6346
6347;27/01/2020;220000;6347
6348;31/01/2020;561500;6348
6349;13/02/2020;322500;6349
6350;28/01/2020;115500;6350
6351;07/02/2020;124000;6351
6352;07/02/2020;169000;6352
6353;20/01/2020;116000;6353
6354;21/01/2020;93275;6354
6355;31/01/2020;70000;6355
6356;20/01/2020;187500;6356
6357;24/01/2020;178977;6357
6358;31/01/2020;165330;6358
6359;03/02/2020;110514;6359
6360;04/02/2020;160500;6360
6361;23/01/2020;169000;6361
6362;31/01/2020;192018;6362
6363;03/02/2020;150865;6363
6364;13/02/2020;150000;6364
6365;24/01/2020;153000;6365
6366;22/01/2020;128000;6366
6367;05/02/2020;149000;6367
6368;31/01/2020;167000;6368
6369;07/02/2020;211950;6369
6370;03/02/2020;179400;6370
6371;13/02/2020;80000;6371
6372;23/01/2020;313000;6372
6373;03/02/2020;206500;6373
6374;04/02/2020;466400;6374
6375;07/02/2020;282746;6375
6376;13/02/2020;119350;6376
6377;07/02/2020;287000;6377
6378;24/01/2020;98400;6378
6379;28/01/2020;191500;6379
6380;27/01/2020;102382;6380
6381;20/02/2020;175965;6381
6382;17/02/2020;237000;6382
6383;10/02/2020;133000;6383
6384;27/01/2020;82500;6384
6385;27/01/2020;243000;6385
6386;29/01/2020;295546;6386
6387;31/01/2020;235500;6387
6388;31/01/2020;118291;6388
6389;12/02/2020;85000;6389
6390;21/01/2020;176900;6390
6391;04/02/2020;158800;6391
6392;12/02/2020;198648;6392
6393;18/02/2020;274900;6393
6394;13/02/2020;318500;6394
6395;18/02/2020;149800;6395
6396;10/02/2020;117500;6396
6397;10/02/2020;413000;6397
6398;17/02/2020;160000;6398
6399;07/02/2020;123750;6399
6400;17/02/2020;243500;6400
6401;11/02/2020;195000;6401
6402;30/01/2020;535150;6402
6403;17/02/2020;215380;6403
6404;21/02/2020;192685;6404
6405;20/02/2020;148900;6405
6406;19/02/2020;40000;6406
6407;27/02/2020;158000;6407
6408;20/02/2020;196000;6408
6409;24/02/2020;285000;6409
6410;26/02/2020;184800;6410
6411;13/02/2020;155900;6411
6412;31/01/2020;347500;6412
6413;18/02/2020;180800;6413
6414;18/02/2020;263500;6414
6415;21/02/2020;93000;6415
6416;21/02/2020;181000;6416
6417;19/02/2020;92650;6417
6418;13/02/2020;297000;6418
6419;25/02/2020;253000;6419
6420;19/02/2020;187550;6420
6421;11/02/2020;204300;6421
6422;24/02/2020;89000;6422
6423;24/02/2020;385000;6423
6424;07/02/2020;138220;6424
6425;21/02/2020;130750;6425
6426;28/02/2020;178500;6426
6427;20/02/2020;132500;6427
6428;17/02/2020;340000;6428
6429;03/02/2020;246000;6429
6430;14/02/2020;102276;6430
6431;17/02/2020;106236;6431
6432;25/02/2020;195500;6432
6433;27/02/2020;149500;6433
6434;14/02/2020;105284;6434
6435;14/02/2020;124300;6435
6436;17/02/2020;128000;6436
6437;28/02/2020;174700;6437
6438;14/02/2020;273750;6438
6439;17/02/2020;143000;6439
6440;28/02/2020;118000;6440
6441;28/02/2020;222850;6441
6442;03/03/2020;72137;6442
6443;20/02/2020;388500;6443
6444;27/02/2020;406850;6444
6445;20/02/2020;123008;6445
6446;24/02/2020;238600;6446
6447;26/02/2020;387900;6447
6448;20/02/2020;244500;6448
6449;06/03/2020;357800;6449
6450;28/02/2020;102600;6450
6451;13/02/2020;202048;6451
6452;21/02/2020;145800;6452
6453;19/02/2020;345900;6453
6454;28/02/2020;159000;6454
6455;09/03/2020;245700;6455
6456;28/02/2020;454000;6456
6457;28/02/2020;322247;6457
6458;19/02/2020;313982;6458
6459;19/02/2020;292250;6459
6460;20/02/2020;356980;6460
6461;26/02/2020;477000;6461
6462;10/02/2020;301640;6462
6463;04/03/2020;407000;6463
6464;14/02/2020;199650;6464
6465;18/02/2020;67735;6465
6466;17/02/2020;155000;6466
6467;25/02/2020;232900;6467
6468;28/02/2020;186300;6468
6469;24/02/2020;199500;6469
6470;05/03/2020;463100;6470
6471;09/03/2020;246500;6471
6472;10/03/2020;112000;6472
6473;21/02/2020;100900;6473
6474;26/02/2020;288400;6474
6475;28/02/2020;167200;6475
6476;11/03/2020;136500;6476
6477;13/03/2020;149430;6477
6478;06/03/2020;192065;6478
6479;05/03/2020;270000;6479
6480;04/03/2020;615500;6480
6481;28/02/2020;153500;6481
6482;09/03/2020;500240;6482
6483;13/03/2020;73000;6483
6484;05/03/2020;193500;6484
6485;16/03/2020;177500;6485
6486;06/03/2020;164700;6486
6487;20/02/2020;107900;6487
6488;21/02/2020;369440;6488
6489;11/03/2020;243000;6489
6490;26/02/2020;194000;6490
6491;16/03/2020;169600;6491
6492;09/03/2020;413350;6492
6493;11/03/2020;197800;6493
6494;16/03/2020;88000;6494
6495;04/03/2020;132900;6495
6496;17/03/2020;138788;6496
6497;17/03/2020;200961;6497
6498;12/03/2020;349900;6498
6499;28/02/2020;165000;6499
6500;04/03/2020;144000;6500
6501;28/02/2020;498000;6501
6502;10/03/2020;390600;6502
6503;10/03/2020;257795;6503
6504;13/03/2020;147000;6504
6505;27/02/2020;116280;6505
6506;06/03/2020;108800;6506
6507;20/03/2020;283412;6507
6508;13/03/2020;104950;6508
6509;13/03/2020;168000;6509
6510;16/03/2020;245000;6510
6511;06/03/2020;241700;6511
6512;20/03/2020;131618;6512
6513;11/03/2020;168900;6513
6514;18/03/2020;202000;6514
6515;09/03/2020;120692;6515
6516;25/02/2020;200000;6516
6517;16/03/2020;145370;6517
6518;10/03/2020;74000;6518
6519;04/03/2020;215000;6519
6520;17/03/2020;107000;6520
6521;11/03/2020;294000;6521
6522;30/03/2020;105000;6522
6523;06/03/2020;161250;6523
6524;11/03/2020;192780;6524
6525;11/03/2020;82000;6525
6526;11/03/2020;84000;6526
6527;13/03/2020;118808;6527
6528;16/03/2020;299600;6528
6529;13/03/2020;345000;6529
6530;11/03/2020;108881;6530
6531;18/03/2020;168000;6531
6532;20/03/2020;197550;6532
6533;31/03/2020;651650;6533
6534;10/04/2020;120420;6534
6535;31/03/2020;520000;6535
6536;03/04/2020;48000;6536
6537;30/03/2020;114220;6537
6538;31/03/2020;119784;6538
6539;17/04/2020;111500;6539
6540;10/04/2020;130300;6540
6541;23/04/2020;305000;6541
6542;22/04/2020;164000;6542
6543;22/04/2020;165000;6543
6544;29/04/2020;147000;6544
6545;21/04/2020;197900;6545
6546;24/04/2020;273125;6546
6547;24/04/2020;155150;6547
6548;05/05/2020;238600;6548
6549;30/04/2020;276900;6549
6550;30/04/2020;219000;6550
6551;23/04/2020;302500;6551
6552;20/04/2020;162360;6552
6553;23/04/2020;217000;6553
6554;07/05/2020;342500;6554
6555;21/04/2020;132000;6555
6556;24/04/2020;329000;6556
6557;17/04/2020;290000;6557
6558;17/04/2020;111000;6558
6559;24/04/2020;80000;6559
6560;14/05/2020;550500;6560
6561;12/05/2020;138342;6561
6562;28/04/2020;295810;6562
6563;11/05/2020;355000;6563
6564;15/05/2020;104000;6564
6565;18/05/2020;463970;6565
6566;14/05/2020;123300;6566
6567;11/05/2020;304000;6567
6568;15/05/2020;189700;6568
6569;23/04/2020;135000;6569
6570;30/04/2020;214830;6570
6571;30/04/2020;176000;6571
6572;14/05/2020;214530;6572
6573;19/05/2020;312800;6573
6574;13/05/2020;190000;6574
6575;14/05/2020;147850;6575
6576;14/05/2020;177200;6576
6577;15/05/2020;125000;6577
6578;07/05/2020;365750;6578
6579;19/05/2020;136022;6579
6580;15/05/2020;253700;6580
6581;07/05/2020;95000;6581
6582;11/05/2020;328571;6582
6583;15/05/2020;147500;6583
6584;14/05/2020;273100;6584
6585;13/05/2020;116416;6585
6586;20/05/2020;207000;6586
6587;29/05/2020;100000;6587
6588;12/05/2020;227127;6588
6589;29/05/2020;155000;6589
6590;14/05/2020;151500;6590
6591;18/05/2020;164000;6591
6592;20/05/2020;320000;6592
6593;20/05/2020;146000;6593
6594;07/05/2020;263700;6594
6595;26/05/2020;132000;6595
6596;26/05/2020;444000;6596
6597;22/05/2020;139900;6597
6598;14/05/2020;182000;6598
6599;18/05/2020;233450;6599
6600;13/05/2020;96500;6600
6601;27/05/2020;157000;6601
6602;28/05/2020;140000;6602
6603;28/05/2020;236000;6603
6604;28/04/2020;64152;6604
6605;28/04/2020;256500;6605
6606;29/05/2020;563000;6606
6607;26/05/2020;474180;6607
6608;15/05/2020;194000;6608
6609;19/05/2020;90800;6609
6610;11/05/2020;135250;6610
6611;20/05/2020;104120;6611
6612;20/05/2020;447000;6612
6613;14/05/2020;183000;6613
6614;26/05/2020;282800;6614
6615;22/05/2020;297000;6615
6616;29/05/2020;212000;6616
6617;20/05/2020;205000;6617
6618;25/05/2020;152500;6618
6619;19/05/2020;315000;6619
6620;15/05/2020;138589;6620
6621;02/06/2020;272000;6621
6622;03/06/2020;162540;6622
6623;29/05/2020;225000;6623
6624;15/05/2020;148925;6624
6625;28/05/2020;91345;6625
6626;28/05/2020;247500;6626
6627;15/05/2020;213000;6627
6628;27/05/2020;132509;6628
6629;02/06/2020;270000;6629
6630;25/05/2020;585000;6630
6631;27/05/2020;138000;6631
6632;20/05/2020;216350;6632
6633;29/05/2020;100000;6633
6634;20/05/2020;238300;6634
6635;03/06/2020;143000;6635
6636;04/06/2020;190075;6636
6637;29/05/2020;303585;6637
6638;09/06/2020;327500;6638
6639;03/06/2020;185000;6639
6640;04/06/2020;158100;6640
6641;28/05/2020;181000;6641
6642;12/06/2020;231000;6642
6643;18/05/2020;225200;6643
6644;05/06/2020;279000;6644
6645;09/06/2020;79689;6645
6646;28/05/2020;204604;6646
6647;10/06/2020;117000;6647
6648;26/05/2020;210000;6648
6649;19/05/2020;124876;6649
6650;28/05/2020;253000;6650
6651;11/06/2020;152000;6651
6652;28/05/2020;198075;6652
6653;10/06/2020;145575;6653
6654;04/06/2020;192000;6654
6655;05/06/2020;86903;6655
6656;26/05/2020;283000;6656
6657;28/05/2020;241000;6657
6658;12/06/2020;200250;6658
6659;11/06/2020;173000;6659
6660;25/05/2020;242010;6660
6661;22/05/2020;183880;6661
6662;11/06/2020;205801;6662
6663;29/05/2020;293600;6663
6664;27/05/2020;586625;6664
6665;28/05/2020;107000;6665
6666;03/06/2020;336000;6666
6667;29/04/2020;57500;6667
6668;29/05/2020;195130;6668
6669;16/06/2020;183500;6669
6670;02/06/2020;170200;6670
6671;22/05/2020;96000;6671
6672;16/06/2020;115000;6672
6673;02/06/2020;301040;6673
6674;27/05/2020;151074;6674
6675;11/06/2020;144500;6675
6676;03/06/2020;243750;6676
6677;19/06/2020;147000;6677
6678;29/05/2020;156200;6678
6679;04/06/2020;183000;6679
6680;25/05/2020;117000;6680
6681;03/06/2020;182500;6681
6682;27/05/2020;394000;6682
6683;28/05/2020;389000;6683
6684;09/06/2020;185700;6684
6685;25/05/2020;139000;6685
6686;03/06/2020;180000;6686
6687;12/06/2020;170000;6687
6688;15/06/2020;286000;6688
6689;10/06/2020;229300;6689
6690;17/06/2020;312500;6690
6691;01/06/2020;75000;6691
6692;19/06/2020;254000;6692
6693;12/06/2020;158000;6693
6694;23/06/2020;173000;6694
6695;10/06/2020;148000;6695
6696;10/06/2020;250000;6696
6697;22/06/2020;257000;6697
6698;19/06/2020;105000;6698
6699;19/06/2020;181000;6699
6700;19/06/2020;316950;6700
6701;18/06/2020;140000;6701
6702;24/06/2020;164000;6702
6703;15/06/2020;249513;6703
6704;09/06/2020;167000;6704
6705;23/06/2020;235000;6705
6706;18/06/2020;205400;6706
6707;15/06/2020;270700;6707
6708;18/06/2020;285000;6708
6709;25/06/2020;334700;6709
6710;17/06/2020;91660;6710
6711;23/06/2020;100887;6711
6712;23/06/2020;317275;6712
6713;12/06/2020;572500;6713
6714;24/06/2020;216000;6714
6715;26/06/2020;119000;6715
6716;24/06/2020;357730;6716
6717;02/06/2020;155000;6717
6718;16/06/2020;177000;6718
6719;19/06/2020;281750;6719
6720;12/06/2020;76000;6720
6721;08/06/2020;135000;6721
6722;25/06/2020;233000;6722
6723;26/06/2020;127760;6723
6724;29/06/2020;333000;6724
6725;24/06/2020;106000;6725
6726;24/06/2020;297000;6726
6727;30/06/2020;257700;6727
6728;29/06/2020;170000;6728
6729;12/06/2020;107500;6729
6730;19/06/2020;180000;6730
6731;26/06/2020;199550;6731
6732;19/06/2020;191000;6732
6733;12/06/2020;118000;6733
6734;23/06/2020;289000;6734
6735;09/06/2020;161000;6735
6736;26/05/2020;263000;6736
6737;12/06/2020;140000;6737
6738;24/06/2020;126000;6738
6739;09/06/2020;243700;6739
6740;08/06/2020;118800;6740
6741;25/06/2020;143000;6741
6742;29/06/2020;200000;6742
6743;16/06/2020;186000;6743
6744;19/06/2020;97000;6744
6745;19/06/2020;195000;6745
6746;18/06/2020;123148;6746
6747;19/06/2020;125500;6747
6748;17/06/2020;209800;6748
6749;30/06/2020;203000;6749
6750;12/06/2020;270000;6750
6751;26/06/2020;213800;6751
6752;19/06/2020;300300;6752
6753;15/06/2020;380000;6753
6754;23/06/2020;179000;6754
6755;30/06/2020;221552;6755
6756;29/06/2020;120700;6756
6757;23/06/2020;363400;6757
6758;26/06/2020;258550;6758
6759;12/05/2020;175000;6759
6760;22/06/2020;247000;6760
6761;29/05/2020;163000;6761
6762;29/06/2020;210000;6762
6763;26/06/2020;218400;6763
6764;29/06/2020;138000;6764
6765;29/06/2020;242462;6765
6766;30/06/2020;370000;6766
6767;26/06/2020;154000;6767
6768;30/06/2020;249000;6768
6769;07/01/2020;118400;6769
6770;07/01/2020;150400;6770
6771;08/01/2020;163400;6771
6772;08/01/2020;243000;6772
6773;08/01/2020;139000;6773
6774;10/01/2020;118200;6774
6775;09/01/2020;306200;6775
6776;13/01/2020;147610;6776
6777;13/01/2020;172000;6777
6778;17/01/2020;71000;6778
6779;06/01/2020;86000;6779
6780;03/01/2020;176000;6780
6781;08/01/2020;257500;6781
6782;17/01/2020;144000;6782
6783;10/01/2020;60089;6783
6784;10/01/2020;212400;6784
6785;07/01/2020;216000;6785
6786;21/01/2020;138317;6786
6787;09/01/2020;348000;6787
6788;23/01/2020;88000;6788
6789;08/01/2020;218000;6789
6790;21/01/2020;780000;6790
6791;17/01/2020;800000;6791
6792;27/01/2020;246472;6792
6793;27/01/2020;368500;6793
6794;20/01/2020;134500;6794
6795;24/01/2020;101300;6795
6796;28/01/2020;119000;6796
6797;23/01/2020;254000;6797
6798;20/01/2020;298000;6798
6799;14/01/2020;1390000;6799
6800;20/01/2020;690000;6800
6801;22/01/2020;150800;6801
6802;28/01/2020;85000;6802
6803;16/01/2020;134000;6803
6804;23/01/2020;85000;6804
6805;29/01/2020;699000;6805
6806;27/01/2020;789950;6806
6807;09/01/2020;755000;6807
6808;28/01/2020;799524;6808
6809;04/02/2020;143810;6809
6810;30/01/2020;90000;6810
6811;30/01/2020;155000;6811
6812;27/01/2020;537000;6812
6813;03/02/2020;120400;6813
6814;30/01/2020;243750;6814
6815;04/02/2020;157000;6815
6816;05/02/2020;108000;6816
6817;06/02/2020;215000;6817
6818;15/01/2020;162000;6818
6819;03/02/2020;98000;6819
6820;04/02/2020;168000;6820
6821;27/01/2020;92650;6821
6822;31/01/2020;190000;6822
6823;13/02/2020;342800;6823
6824;14/02/2020;138860;6824
6825;30/01/2020;155000;6825
6826;06/02/2020;253000;6826
6827;03/02/2020;123750;6827
6828;05/02/2020;177000;6828
6829;10/02/2020;360000;6829
6830;10/02/2020;198000;6830
6831;13/02/2020;338430;6831
6832;06/02/2020;280000;6832
6833;10/02/2020;200000;6833
6834;14/02/2020;332500;6834
6835;06/02/2020;115000;6835
6836;06/02/2020;207000;6836
6837;20/01/2020;177000;6837
6838;07/02/2020;135000;6838
6839;05/02/2020;335000;6839
6840;29/01/2020;182000;6840
6841;30/01/2020;262000;6841
6842;19/02/2020;282500;6842
6843;14/02/2020;141790;6843
6844;26/02/2020;155000;6844
6845;13/02/2020;137000;6845
6846;20/02/2020;210000;6846
6847;20/02/2020;185000;6847
6848;11/02/2020;460000;6848
6849;21/02/2020;229500;6849
6850;11/02/2020;129300;6850
6851;18/02/2020;315000;6851
6852;27/02/2020;55575;6852
6853;13/02/2020;151000;6853
6854;21/02/2020;220000;6854
6855;30/01/2020;160000;6855
6856;20/02/2020;160500;6856
6857;13/02/2020;129684;6857
6858;31/01/2020;270000;6858
6859;17/02/2020;113760;6859
6860;17/02/2020;172700;6860
6861;13/02/2020;136000;6861
6862;26/02/2020;179000;6862
6863;19/02/2020;175500;6863
6864;21/02/2020;150000;6864
6865;24/02/2020;150000;6865
6866;11/02/2020;235500;6866
6867;25/02/2020;147500;6867
6868;03/03/2020;80000;6868
6869;26/02/2020;244000;6869
6870;04/03/2020;255000;6870
6871;13/02/2020;142955;6871
6872;28/02/2020;227185;6872
6873;25/02/2020;120600;6873
6874;28/02/2020;100000;6874
6875;13/02/2020;280043;6875
