ID_adresse;adresse
8885;A400 LES TERRASSES DE L ALPE I
8886;B096 GRAND PLAN
8887;150 DU PLACAGE
8888;B023 LE CALVAIRE
8889;150 DE CARTALE
8890;B373 VILLARD LE HAUT
8891;360 DOYEN GOSSE
8892;B168 AUX GLOVETTES
8893;5 DE L ALTIPORT
8894;430 93 EME RAM
8895;670 VICTOR HUGO
8896;320 DU MAQUIS DE L OISANS
8897;A182 MAONA VILLAGE
8898;112 DU MOUCHEROTTE
8899;100 DES COMBES
8900;180 GARDE ROLLAND
8901;B373 VILLARD LE HAUT
8902;A005 L OURS BLANC
8903;21 DU PETIT PLAN
8904;A035 ARC EN CIEL
8905;20 DE LA MUZELLE MT DE LANS
8906;200 DE L ETENDARD
8907;150 DE CARTALE
8908;A270 PLEIN CIEL
8909;255 DE PIERRE BLANCHE
8910;180 GARDE ROLLAND
8911;255 DE PIERRE BLANCHE
8912;63 DES SOLEILS
8913;31 DES TERRES DE VENOSC
8914;B036 CLOS DES FONDS
8915;B373 VILLARD LE HAUT
8916;B168 AUX GLOVETTES
8917;B071 LES SAGNES
8918;320 DU MAQUIS DE L OISANS
8919;161 DE GRENOBLE
8920;240 CHARLES MICHELS
8921;B373 VILLARD LE HAUT
8922;B037 RIVOIRE DE LA DAME
8923;910 DU LYCEE POLONAIS
8924;27 DES SAGNES
8925;21 DU PETIT PLAN
8926;440 SAINT ANDRE
8927;430 93 EME RAM
8928;440 ALBERT PIETRI
8929;486 DE LA BESSIA
8930;150 DE CARTALE
8931;A190 LA MENANDIERE
8932;390 DE LA BALMETTE
8933;160 DES DOLOMITES
8934;220 DU VINAY
8935;795 DE L OBIOU
8936;200 DU VERCORS
8937;1110 YVES FARGE
8938;20 DE LA MUZELLE MT DE LANS
8939;53 DE LA MUZELLE DE VENOSC
8940;160 DE LA REPUBLIQUE
8941;20 AIME BOUCHAYER
8942;9 DES COTES BRUNES
8943;B168 AUX GLOVETTES
8944;21 DU PETIT PLAN
8945;B168 AUX GLOVETTES
8946;B168 AUX GLOVETTES
8947;B021 CLOS DE LA BALME
8948;B061 BOUSTIGUE
8949;320 DU MAQUIS DE L OISANS
8950;388 DES ECRINS
8951;B133 MAS DU PLAN
8952;910 DU POLYGONE
8953;120 MAURICE RAJON
8954;100 CLOTAIRE COLLOMB
8955;74 PRINCIPALE LA ROUTE
8956;117 ONDINE
8957;250 DU CHARMANT SOM
8958;A405 LES TERRASSES D HUEZ
8959;27 DE LA CERISAIE
8960;220 DU VINAY
8961;210 DU CENTRE
8962;1110 YVES FARGE
8963;292 DU VIEUX CEDRE
8964;66 DES VIKINGS DE VENOSC
8965;1536 DE PIEGUT
8966;B011 CHAMP DES CHARDS
8967;910 DU LYCEE POLONAIS
8968;486 DE LA BESSIA
8969;780 GEN DE GAULLE
8970;207 JULIEN BERTRAND
8971;A026 HAMEAU DU CHATEAU
8972;222 DE LA DIGUE DU DRAC
8973;A356 LE SKI SUN
8974;430 GABRIEL PERI
8975;486 DE LA BESSIA
8976;500 DU SIGNAL
8977;570 DE LA REPUBLIQUE
8978;A080 LES MARTAGONS
8979;480 DE BELLEVUE
8980;240 PERCE NEIGE
8981;439 DU MARAIS
8982;160 DES DOLOMITES
8983;200 DE L ETENDARD
8984;A035 ARC EN CIEL
8985;62 DU SER PALOR
8986;27 DES SAGNES
8987;970 DE LA MOUCHEROLLE
8988;68 JEAN MOULIN
8989;500 DU SIGNAL
8990;156 FRANZ SCHUBERT
8991;600 JOLIOT CURIE
8992;107 DES MOIRONDS
8993;150 DE LA BASTILLE
8994;1780 DU RIF TALON
8995;B039 SUR LE COL
8996;624 DU COSSIE
8997;220 DU VINAY
8998;680 DU CLOS DU CHATEAU
8999;780 GEN DE GAULLE
9000;B071 LES SAGNES
9001;A035 LES BALCONS DE LA SAGNE
9002;1070 DU VERCORS
9003;40 DES BANCHETS
9004;A035 ARC EN CIEL
9005;5 DE L ALTIPORT
9006;660 DU VERCORS
9007;A015 LA CONDAMINE
9008;A190 LA MENANDIERE
9009;62 DU SER PALOR
9010;60 DE SAINTE LUCE
9011;65 DE SAVOIE
9012;540 DE LA LIBERTE
9013;193 JEAN PAUL SARTRE
9014;B071 LE PLAN
9015;275 DU SERMET
9016;62 GEN GIRAUD
9017;15 DE CONFLUENT
9018;188 JULES FERRY
9019;165 DU HUIT MAI 1945
9020;340 DES VIGNES
9021;77 LE COURLIS
9022;160 BIESSE
9023;750 JULES DAVID
9024;135 DE LA FRANQUETTE
9025;580 DE LA REPUBLIQUE
9026;480 STALINGRAD
9027;160 BIESSE
9028;270 GEN DE GAULLE
9029;80 DU BAS RIVES
9030;60 AUGUSTE SONNIER
9031;100 DOCTEUR GUYONNET LOUIS
9032;580 DE LA REPUBLIQUE
9033;405 MICHEL PERRET
9034;60 GAGNEUX
9035;480 DOCTEUR CARRIER
9036;250 DU PLAN
9037;270 GEN DE GAULLE
9038;335 DES TROIS FONTAINES
9039;332 JOSEPH MOYROUD
9040;110 DE CHAMPLONG
9041;220 DES TROIS CROIX
9042;B015 AU CLOS
9043;B014 COURS
9044;371 SAINT ROMME
9045;300 DE LA REPUBLIQUE
9046;262 MARATHON
9047;1130 DE LA SONE
9048;350 DU PRE DES CIEUX
9049;280 DU CLOS CAPPERONY
9050;940 DU PRE
9051;60 ANTOINE BRUN
9052;340 DE LA REPUBLIQUE
9053;B195 LA VILLE
9054;801 DE LA VICTOIRE
9055;370 DE LA REPUBLIQUE
9056;52 DE DIJON
9057;940 SAINT DESIRE
9058;B299 LA VIE NEUVE
9059;130 DE FRANCHE COMTE
9060;1164 MARECHAL JUIN
9061;853 PIERRE JOSEPH PROUDHON
9062;335 DESIRE MONNIER
9063;B195 LA VILLE
9064;1350 DE LA PAIX
9065;1160 MARCEL AYME
9066;860 GRANDE RUE
9067;720 DU MARCHE
9068;170 DES CAPUCINS
9069;820 GENERAL MALET
9070;B195 LA VILLE
9071;195 DES MAQUISARDS
9072;320 DU COLLEGE
9073;615 DE TRELARCE
9074;940 DU PRE
9075;410 FONTAINE DE ROME
9076;140 GAMBETTA
9077;140 CONDAMINE
9078;525 DES SALINES
9079;100 DE LA BOUGARDE
9080;87 SIMON LAHU
9081;120 BELLEVUE
9082;920 ROUGET DE LISLE
9083;140 CONDAMINE
9084;615 DE TRELARCE
9085;160 DU CADRAN
9086;620 DE LA REPUBLIQUE
9087;330 DES ECUREUILS
9088;248 LOUIS GRANDCHAVIN
9089;440 ROUSSIN
9090;620 DE MANCY
9091;1370 DU PARLEMENT
9092;860 GRANDE RUE
9093;150 RTE DE LA FRASNEE
9094;1500 TRAVOT
9095;280 DU CLOS CAPPERONY
9096;130 BICHAT
9097;140 CONDAMINE
9098;340 DE LA REPUBLIQUE
9099;360 DES ECOLES
9100;960 SEBILE
9101;1715 WILSON
9102;30 DES FONTAINES
9103;860 REGARD
9104;187 GEORGES VALLEREY
9105;597 LOUIS MAZIER
9106;170 BAUZONNET
9107;45 GRANDE RUE
9108;965 SIMONE WEIL
9109;270 DU BOICHOT
9110;140 CONDAMINE
9111;84 DU TAILLEUR
9112;2060 VICTOR HUGO
9113;851 DE LA LYRE
9114;50 DE L ETANG
9115;522 DE LAREIGNE
9116;13 BREMONTIER
9117;320 ARISTIDE BRIAND
9118;173 DE LA GRANDE PLAGE
9119;1790 PORTE CAMPET
9120;522 DE LAREIGNE
9121;1880 DES SERRES
9122;1983 ALEXANDRE VIRO
9123;113 DE LA GARE
9124;381 DES LANDAIS
9125;414 DU MARENSIN
9126;605 DE LOUSTALOT
9127;572 MARIE CURIE
9128;70 DE LACOMIAN
9129;77 DES MOUSSERONS
9130;105 DU REGAIN
9131;A065 MER ET GOLF-LE BOUCANIER
9132;20 DU BORN
9133;693 GABRIELE  D ANNUNZIO
9134;154 DES FAUVETTES
9135;470 DE LA PAIX
9136;4045 FRANCOIS MITTERRAND
9137;103 DES FAISANS
9138;395 CANTE CIGALE
9139;A065 MER ET GOLF-LE BOUCANIER
9140;136 CHARLES DE GAULLE
9141;2530 DE LA PETRE
9142;1410 NEUVE
9143;325 DE BEYRES
9144;1150 DES LAZARISTES
9145;1983 ALEXANDRE VIRO
9146;A043 LES MAISONS DU GOLF
9147;A074 DE L EYRE
9148;1888 HELENE ET JACQUES SOLOMON
9149;1349 DE NAVARROSSE
9150;90 DE LA CONCORDE
9151;1610 PARMENTIER
9152;173 DE LA GRANDE PLAGE
9153;534 DE LATRILLETTE
9154;712 DE PORTAL
9155;1540 DES PENITENTS
9156;1432 PEYCHAN
9157;47 CHAMBRELENT
9158;805 ANDRE BOUILLAR
9159;1566 DES SABLES
9160;A060 EL MARIANT
9161;730 PAUL DUTHIL
9162;1540 DES PENITENTS
9163;740 LA FONTAINE CHAUDE
9164;50 DE L AERODROME
9165;1050 JEAN RAMEAU
9166;790 DE PIP
9167;1320 MAURICE BOYAU
9168;1410 NEUVE
9169;265 D'ASPREMONT
9170;420 MAURICE MARTIN
9171;A059 PINADA DEL MAR I
9172;550 DE LA RESISTANCE
9173;905 DES CAMPEURS
9174;1645 DU GENERAL DE GAULLE
9175;260 BERTRANOTTE
9176;A060 EL MARIANT
9177;58 DE L OCEAN
9178;B039 NOTRE DAME
9179;3 DES AVOCETTES
9180;2372 DE MORA
9181;345 DE SEIGNOSSE
9182;423 DES MESANGES
9183;693 GABRIELE  D ANNUNZIO
9184;173 DE LA GRANDE PLAGE
9185;1983 ALEXANDRE VIRO
9186;1100 LABADIE
9187;828 DE TUDELA
9188;1100 LABADIE
9189;B179 PAS DE LES AMNES
9190;700 DE LA MONTAGNE
9191;295 DE BIDACHE
9192;1975 DE HUNINGUE
9193;1255 D OLD ORCHARD
9194;170 DU COUT
9195;1910 DE LA TANNERIE
9196;1100 LABADIE
9197;49 DES CHEVREUILS
9198;2040 DE MADRID
9199;1193 DE L ESTEY
9200;390 DU MAL FOCH
9201;452 CHARLES DE GAULLE
9202;A064 LE TRIANGLE
9203;252 DE TIREBESTE
9204;72 DES CLAIRIERES
9205;603 DES SYNGNATHES
9206;1349 DE NAVARROSSE
9207;90 DE LA CONCORDE
9208;300 DE SIEST
9209;250 DE LA NASSE
9210;A048 DOMAINE GOLF DE PINSOLLE
9211;370 MARC ABRAHAM
9212;87 DU CENTRE AERE
9213;225 DE LAGROUNE
9214;275 DE L'EUROPE
9215;1320 DES MULETIERS
9216;522 DE LAREIGNE
9217;1690 DU PEGLE
9218;1072 LILY
9219;1220 DE MEYRIE
9220;195 DE LESPECIER
9221;5805 MAL DE LATTRE DE TASSIGNY
9222;1662 DES TCHICOYS
9223;279 DU CAPITAINE NEMO
9224;51 CHARLES DE GAULLE
9225;623 DES BERGES LANDAISES
9226;2260 DE MAOUCOUT
9227;50 DE L AERODROME
9228;173 DE LA GRANDE PLAGE
9229;13 BREMONTIER
9230;860 GEORGES CLEMENCEAU
9231;2230 DE LA TANNERIE
9232;170 DE HILLO
9233;141 DE L'EUROPE
9234;147 DES CIGOGNES
9235;35 ADOUR ET CHALOSSE
9236;114 DE CHRISTUS
9237;840 DES GENETS
9238;40 DE BOURGOGNE
9239;975 JEAN DE LA FONTAINE
9240;3005 DES MARSOUINS
9241;263 DES MERLES
9242;403 DE LA COLONIE
9243;600 CRONSTADT
9244;693 GABRIELE  D ANNUNZIO
9245;A033 DE L ESTACADE
9246;1540 DES ROGATIONS
9247;1620 DE POYUSAN
9248;260 DE L OCEAN
9249;1520 DES CHENES LIEGE
9250;910 DU LAC EN BERNON
9251;A015 LE BOSQUET AUX ECUREUILS I
9252;A050 DE L OCEAN
9253;A007 L'ARRAYADE II
9254;B179 PAS DE LES AMNES
9255;1370 DOUSSEAU
9256;195 DE LESPECIER
9257;970 DES PELERINS
9258;1566 DES SABLES
9259;618 DU TOURING CLUB
9260;550 DE LA CROIX BLANCHE
9261;A043 LES MAISONS DU GOLF
9262;180 DE LA DUNE
9263;860 GEORGES CLEMENCEAU
9264;1193 DE L ESTEY
9265;520 JACQUELINE AURIOL
9266;279 DU CAPITAINE NEMO
9267;550 DE LA RESISTANCE
9268;212 DES PYRENEES
9269;1845 FRANCIS JAMES
9270;84 DU TAILLEUR
9271;20 DU BORN
9272;1910 DE LA TANNERIE
9273;279 DU CAPITAINE NEMO
9274;214 RAKHAM LE ROUGE
9275;970 DE LA GOUROTTE
9276;1738 PIERRE LISSE
9277;2086 MARINES
9278;5260 DE LA PECHERIE
9279;2060 VICTOR HUGO
9280;665 DU 8 MAI 1945
9281;A050 DES MAISONS D ALBRET 3
9282;1270 DES MARAICHERS
9283;607 DE L'AIRIAL
9284;5620 JEAN ROSTAND
9285;348 DE LA BRIGADE CARNOT
9286;109 DES ESTAGNOTS
9287;A074 DE L EYRE
9288;48 DU GEN DE GAULLE
9289;950 DU QUARTIER NEUF
9290;67 AMAURY
9291;A008 DU GOLF BAT ALBATROS
9292;B039 NOTRE DAME
9293;1566 DES SABLES
9294;176 LISE ET ARTUR LONDON
9295;195 DE LESPECIER
9296;50 DE L AERODROME
9297;47 CHAMBRELENT
9298;860 GEORGES CLEMENCEAU
9299;1200 JOSEPH PANCAUT
9300;A090 LE SABLAR
9301;10 DE L ADOUR
9302;1640 DE LA REPUBLIQUE
9303;550 DE LA RESISTANCE
9304;1080 DU MARCHE
9305;A043 LES MAISONS DU GOLF
9306;5080 DE NICE
9307;1269 MODIGLIANI
9308;13 BREMONTIER
9309;290 DU CAMP D ARGENT
9310;170 DU COUT
9311;117 LAHARIE
9312;1100 LABADIE
9313;1936 ROBERT WLERICK
9314;1983 ALEXANDRE VIRO
9315;1100 LABADIE
9316;1265 JULIAN GRIMAU
9317;119 DES FORESTIERS
9318;5805 MAL DE LATTRE DE TASSIGNY
9319;103 DES FAISANS
9320;470 DE LA PAIX
9321;1795 DES PRUNUS
9322;A045 LES MOTELS DU GOLF
9323;A115 LA SABLEYRE
9324;147 DES CIGOGNES
9325;950 DE LA HIRE
9326;795 DE PIRON
9327;623 DES BERGES LANDAISES
9328;1780 SAINT VINCENT DE PAUL
9329;1435 DE LA POSTE
9330;1260 DARMANDARITZ
9331;1955 DU MARECHAL LECLERC
9332;722 BONAMOUR
9333;850 DU QUATRE SEPTEMBRE
9334;2140 DU MARECHAL LECLERC
9335;19 DES BOURDAINES
9336;722 BONAMOUR
9337;690 DES FAURES
9338;50 DE L AERODROME
9339;638 DE L ESCOUARTE
9340;800 GALLIENI
9341;607 DE L'AIRIAL
9342;500 DES COLIBRIS
9343;13 BREMONTIER
9344;615 DU TOUR DU LAC
9345;828 DE TUDELA
9346;177 DE MOUNSEMPES
9347;218 DES SOUCHETS
9348;40 DU GENERAL LECLERC
9349;1660 DES REMPARTS
9350;A097 LES RIVAGES
9351;2010 DU TREUILH
9352;570 DU COURANT
9353;859 RENE MERICAM
9354;A055 MARINES DE PORT D ALBRET
9355;1061 HELENE BOUCHER
9356;A011 DU GOLF BAT LE MASTER
9357;420 DES ALOUETTES
9358;1000 JEAN LE BON
9359;1902 DU STADE
9360;11 DU BOURG
9361;728 DE GASCOGNE
9362;980 DE LILLOT
9363;295 DU 19 MARS 1962
9364;A067 LES CORMORANS
9365;84 DU TAILLEUR
9366;55 LAFAYETTE
9367;700 DE LA MONTAGNE
9368;534 DES PINS TRANQUILLES
9369;A059 PINADA DEL MAR I
9370;270 DE MOISAN
9371;375 DE L'ADOUR
9372;1349 DE NAVARROSSE
9373;A050 DES MAISONS D ALBRET 3
9374;550 DE LA RESISTANCE
9375;720 DES GENETS
9376;400 MARIE
9377;173 DE LA GRANDE PLAGE
9378;31 DES BICHES
9379;87 DU CENTRE AERE
9380;561 DU 34 RI
9381;1620 DE POYUSAN
9382;62 DES AULNES
9383;20 DES ABEILLES
9384;1738 PIERRE LISSE
9385;A115 LA SABLEYRE
9386;892 DES HIRONDELLES
9387;20 DU BORN
9388;1935 JEAN LARTIGAU
9389;580 DE LA CROIX BLANCHE
9390;561 DU 19 MARS 1962
9391;1331 LEON LALANNE
9392;1465 DES LIEGES
9393;1690 DES TOURTERELLES
9394;522 DE LAREIGNE
9395;55 DES LACS
9396;1030 JEAN RAMEAU
9397;50 DE L AERODROME
9398;640 DES DUNES
9399;123 HENRI DESGRANGES
9400;349 VICTOR GENTILLE
9401;835 DU GRAND BRUCA
9402;1120 MAURICE MARTIN
9403;2530 DE LA PETRE
9404;260 DE L OCEAN
9405;1917 RENEE DARRIET
9406;2530 DE LA PETRE
9407;1215 DES TOURTERELLES
9408;50 DE L AERODROME
9409;47 CHAMBRELENT
9410;10 DE LA BASTIDE
9411;524 DU DIAMANT
9412;1740 D YQUEM
9413;635 D EN BONNET
9414;1910 DE LA TANNERIE
9415;1645 DU GENERAL DE GAULLE
9416;905 DES CAMPEURS
9417;1350 DU PETIT JEAN
9418;330 DES CARMES
9419;329 DE LA PLAGE
9420;30 DE L ADOUR
9421;970 DES PELERINS
9422;150 DE BAYONNE
9423;450 GAMBETTA
9424;623 DES BERGES LANDAISES
9425;572 MARIE CURIE
9426;2260 DE MAOUCOUT
9427;280 DU COMMERCE
9428;5490 DE QUEBEC
9429;123 HENRI DESGRANGES
9430;650 VICTOR HUGO
9431;A011 DU GOLF BAT LE MASTER
9432;1702 DES TOUYAS
9433;270 DE MOISAN
9434;279 DU CAPITAINE NEMO
9435;423 DES MESANGES
9436;A059 PINADA DEL MAR I
9437;13 BREMONTIER
9438;550 DE LA CROIX BLANCHE
9439;260 DE L OCEAN
9440;195 DE LESPECIER
9441;145 JACQUELINE AURIOL
9442;1439 MICHEL TISSE
9443;173 DE LA GRANDE PLAGE
9444;525 DU COLONEL ROZANOFF
9445;40 DU GENERAL LECLERC
9446;1342 DU NAUTILUS
9447;47 CHAMBRELENT
9448;693 GABRIELE  D ANNUNZIO
9449;1270 DES MARAICHERS
9450;A050 DES MAISONS D ALBRET 3
9451;260 DE L OCEAN
9452;1226 DE LOGRONO
9453;40 DU GENERAL LECLERC
9454;572 MARIE CURIE
9455;2530 DE LA PETRE
9456;480 CLAUDE LORRIN
9457;3 DES ABEILLES
9458;90 DE L AVIATION
9459;260 DE L OCEAN
9460;84 DU TAILLEUR
9461;730 PAUL DUTHIL
9462;308 DE LATINE
9463;220 GILBERT LAHILLADE
9464;1799 DES URSULES
9465;140 BASSE
9466;1550 DES FOSSES DU CHATEAU
9467;2385 LUCIEN JARDEL
9468;2590 DES MINIMES
9469;3830 DES TROIS CLEFS
9470;3600 SAINT LUBIN
9471;3880 ULYSSE BESNARD
9472;273 ELTVILLE
9473;273 ELTVILLE
9474;131 DE LA GARE
9475;1728 DE TARSIS
9476;1250 DU MAL LECLERC
9477;700 DES ETATS UNIS
9478;1770 DE LA RESISTANCE
9479;1327 DES ORMEAUX
9480;273 ELTVILLE
9481;140 DES ECOLES
9482;350 DU CHANGE
9483;1260 MARIE DE LUXEMBOURG
9484;133 DES MERISIERS
9485;1312 DUGUAY TROUIN
9486;1263 DU DOC JEAN LAIGRET
9487;3930 VAUBAN
9488;2490 DU MARECHAL MAUNOURY
9489;2491 MARIE VIRGINIE VASLIN
9490;100 DE LA GARE
9491;70 ALBERT 1ER
9492;70 ALBERT 1ER
9493;1050 DU COMMERCE
9494;1700 SAULNERIE
9495;1018 JACQUELINE AURIOL
9496;1300 DU DOCTEUR VIGNERON
9497;441 HAUT DES LIEVRERIES
9498;1650 DES GALLIERES
9499;119 DE LA CONANDIERE
9500;1263 DU DOC JEAN LAIGRET
9501;2260 LATHAM
9502;1590 SAINT BIE
9503;133 DES MERISIERS
9504;380 CHARTRAIN
9505;1220 DENIS PAPIN
9506;1330 DE LA PAIX
9507;1220 DENIS PAPIN
9508;167 DES PONTIERES
9509;350 DU CHANGE
9510;3970 DE VENDOME
9511;2470 DU MARECHAL FOCH
9512;3210 DU PRESSOIR BLANC
9513;2490 DU MARECHAL MAUNOURY
9514;380 BASSE
9515;890 JEANNE D ARC
9516;1300 DU DOCTEUR VIGNERON
9517;90 ALFRED HALOU
9518;380 CHARTRAIN
9519;1330 DE LA PAIX
9520;1200 DENIS DUPONT
9521;2475 DU MARECHAL JUIN
9522;167 DES PONTIERES
9523;2385 LUCIEN JARDEL
9524;273 ELTVILLE
9525;280 AMPERE
9526;8390 DE TERRENOIRE
9527;1980 CHEVREUL
9528;8870 VICTOR HUGO
9529;70 DES ACIERIES
9530;7950 DE LA SABLIERE
9531;2730 DESIRE CLAUDE
9532;2230 CONDORCET
9533;5682 MARCELLIN CHAMPAGNAT
9534;1250 BONNASSIEUX
9535;4981 JEANNE D ARC
9536;6490 OLIVIER DE SERRES
9537;270 AMOUROUX
9538;1020 BERGSON
9539;6130 DE MONTAUD
9540;3390 FAURIEL
9541;2870 DES DOCTEURS CHARCOT
9542;6700 DES PASSEMENTIERS
9543;6430 NICEPHORE NIEPCE
9544;185 CLAUDE DESGOUTTE
9545;8700 VAILLANT COUTURIER
9546;470 VICTOR HUGO
9547;5700 MARENGO
9548;9080 VIVARAIZE
9549;5700 MARENGO
9550;7242 P ET D PONCHARDIER
9551;2250 DE LA CONVENTION
9552;7512 RAOUL FOLLEREAU
9553;7950 DE LA SABLIERE
9554;219 DE L ALMA
9555;4350 HECTOR BERLIOZ
9556;8590 TRAVERSIERE
9557;1020 BERGSON
9558;3000 EDMOND CHARPENTIER
9559;3720 FRANCOIS ALBERT
9560;358 DU HUIT MAI 1945
9561;2730 DESIRE CLAUDE
9562;2884 DOMINIQUE LEPRINCE RINGUET
9563;3110 EMILE LITTRE
9564;6700 DES PASSEMENTIERS
9565;358 DU HUIT MAI 1945
9566;647 SULLY
9567;3020 EDOUARD VAILLANT
9568;2730 DESIRE CLAUDE
9569;8060 SAINT PIERRE
9570;380 JACQUARD
9571;390 JEAN BAPTISTE REYMOND
9572;6880 PERRET
9573;1460 CAMELINAT
9574;1370 BROSSARD
9575;6610 DE LA PALLE
9576;7630 DE LA REPUBLIQUE
9577;1090 BERTHON
9578;9060 VISITATION
9579;1020 BERGSON
9580;4290 GUY COLOMBET
9581;7300 PRAIRE
9582;470 VICTOR HUGO
9583;3060 ELISEE RECLUS
9584;10 ANTOINE BONHOMME
9585;219 DE L ALMA
9586;2730 DESIRE CLAUDE
9587;6130 DE MONTAUD
9588;5470 LISFRANC
9589;2170 CLOVIS HUGUES
9590;2870 DES DOCTEURS CHARCOT
9591;7565 REMBRANDT
9592;3390 FAURIEL
9593;4050 GRAND GONNET
9594;1460 CAMELINAT
9595;3000 EDMOND CHARPENTIER
9596;243 DES EGLANTINES
9597;7650 DE LA RESISTANCE
9598;3750 FRANKLIN
9599;2830 DU DOCTEUR CALMETTE
9600;1020 BERGSON
9601;5210 KARL MARX
9602;8390 DE TERRENOIRE
9603;150 ALEXANDRE DE FRAISSINETTE
9604;6464 DES NOISETIERS
9605;2720 DESFLACHES
9606;8360 DES TEINTURIERS
9607;1770 CHARLES DE GAULLE
9608;8430 THEOPHRASTE RENAUDOT
9609;365 DE L APPRENTISSAGE
9610;4485 HONORE DAUMIER
9611;355 ANTOINE DURAFOUR
9612;2870 DES DOCTEURS CHARCOT
9613;3830 GAMBETTA
9614;7680 RICHELANDIERE
9615;570 DE LA REPUBLIQUE
9616;6700 DES PASSEMENTIERS
9617;1020 BERGSON
9618;6550 DES OVIDES
9619;8710 VALBENOITE
9620;8070 SAINT ROCH
9621;6370 MULATIERE
9622;5040 DE LA JOMAYERE
9623;500 AUGUSTE KEUFER
9624;5380 LEON NAUTIN
9625;3390 FAURIEL
9626;9060 VISITATION
9627;3110 EMILE LITTRE
9628;2870 DES DOCTEURS CHARCOT
9629;7950 DE LA SABLIERE
9630;1370 BROSSARD
9631;6803 PAUL RONIN
9632;1650 DE CHAMPAGNE
9633;3000 EDMOND CHARPENTIER
9634;4420 HENRI DECHAUD
9635;7630 DE LA REPUBLIQUE
9636;6100 MONTAGNY
9637;8700 VAILLANT COUTURIER
9638;7830 DE ROCHETAILLEE
9639;7512 RAOUL FOLLEREAU
9640;1020 BERGSON
9641;280 AMPERE
9642;1030 BERNARD PALISSY
9643;7512 RAOUL FOLLEREAU
9644;570 BADOUILLERE
9645;7750 ROBESPIERRE
9646;8130 DE LA SAINTE CHAPELLE
9647;5000 JEU DE L ARC
9648;5842 DE LA METARE
9649;5920 MICHELET
9650;4420 HENRI DECHAUD
9651;4946 JEAN MOULIN
9652;3390 FAURIEL
9653;6420 NEYRON
9654;2000 CHOMIER
9655;7680 RICHELANDIERE
9656;1020 BERGSON
9657;3360 FAURE BELON
9658;9050 VIRGILE
9659;460 SAINT ENNEMOND
9660;350 CENTRALE
9661;137 DE LA GALOCHE
9662;1050 GAMBETTA
9663;610 PAUL LANGEVIN
9664;330 GAMBETTA
9665;336 DE L EGOTAY
9666;2500 DU PILAT
9667;970 FRANCOIS GILLET
9668;280 BENOIT ORIOL
9669;477 DU COIN
9670;260 JEAN BAPTISTE CORNET
9671;1110 GAL DE GAULLE
9672;430 DE LA BROSSE
9673;B036 PIZAY
9674;2010 TREMOLLET
9675;67 JEAN GUITTON
9676;115 PIERRE MENDES FRANCE
9677;408 DES REMPARTS
9678;346 DU VERNE
9679;65 DE LA VALENCIERE
9680;785 DU VIEUX CHATEAU
9681;1830 DE SOUS MARQUANT
9682;477 DU COIN
9683;367 DU TROISIEME MILLENAIRE
9684;690 MICHELET
9685;87 DES BLEUETS
9686;100 JOSEPH SOUTEYRAT
9687;475 GEORGES MELY
9688;205 DES ECOLES
9689;477 DU COIN
9690;820 SADI CARNOT
9691;413 DE LA SAUZEAT
9692;2940 SADI CARNOT
9693;1400 DE L ORPHELINAT
9694;225 JEAN CLAUDE DELAY
9695;2 ALBERT CAMUS
9696;172 DU FAUBOURG DE COUZON
9697;1070 DU GARAT
9698;710 DES MOLIERES
9699;400 GAMBETTA
9700;A002 LE PLAT HAUT
9701;85 BLAISE PASCAL
9702;1810 DE LA LIBERTE
9703;73 DES REMPARTS
9704;1032 DU TREMOLIN
9705;620 DE PIROCHE
9706;17 DE LA CONDAMINE
9707;310 BERTHELOT
9708;3110 SIBERT
9709;760 FERDINAND BUISSON
9710;B009 LE FUMANT
9711;2660 DU PRESBYTERE
9712;530 MARTYRS RESISTANCE
9713;450 DE LA LIBERATION
9714;1032 DU TREMOLIN
9715;82 BIZET
9716;82 BIZET
9717;610 PAUL LANGEVIN
9718;770 DE L ETERNITE
9719;160 DES TROIS GLORIEUSES
9720;472 DE L INDUSTRIE
9721;300 MARIN
9722;108 PASTEUR
9723;30 ARISTIDE BRIAND
9724;98 MARTHOUREY
9725;2850 DU RIVAGE
9726;308 NOTRE DAME
9727;1950 DU MARCHE
9728;2060 MAURICE BONNEVIALLE
9729;1850 LOUIS COMTE
9730;1790 DE LA LIBERATION
9731;180 DE LA LIBERATION
9732;425 JEAN JAURES
9733;280 BENOIT ORIOL
9734;430 DE LA BROSSE
9735;40 ANTOINE EYRAUD
9736;495 JEAN BAPTISTE LULLY
9737;100 JOSEPH SOUTEYRAT
9738;560 COURBON BRIOUDE
9739;1640 PROFESSEUR CALMETTE
9740;230 DE LA VERDIERE
9741;187 DES GREFFIERS
9742;3270 DU TREYVE
9743;1080 DU FOREZ
9744;2440 DE LA PAIX
9745;750 JULES FERRIER
9746;1180 DE SAINT GALMIER
9747;690 DES PRUNUS
9748;720 NOTRE DAME
9749;2180 MOLIERE
9750;480 DE LYON
9751;970 DE LA REPUBLIQUE
9752;110 ARISTIDE BRIAND
9753;545 DES VERNES
9754;970 DE LA REPUBLIQUE
9755;379 DE SAINT ETIENNE
9756;1021 JEANNE D ARC
9757;260 DU PONT
9758;444 FAROUJAT
9759;446 DE LA FONFORT
9760;910 EMILE REYMOND
9761;440 DU HUIT MAI
9762;230 DE LA VERDIERE
9763;955 DU HUIT MAI
9764;192 JEAN MICHALON
9765;290 CLAUDE PROTIERE
